,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX,predicted,actual,error
202,5.1721,1016.9,86.024,4.005,23.173,1083.1,550.02,133.8,11.765,1.8177,81.92,133.60327,133.8,-0.19672851562501137
203,6.2324,1017.1,88.181,4.0361,23.34,1083.4,550.11,133.76,11.776,1.6265,80.561,133.59644,133.76,-0.1635644531249909
204,7.315,1016.3,82.664,4.0515,23.619,1085.1,549.99,134.65,11.935,1.6046,83.449,134.19441,134.65,-0.4555877685546932
205,8.3328,1015.6,75.092,4.0147,23.605,1084.3,550.09,133.76,11.888,1.7224,81.896,133.68733,133.76,-0.0726678466796784
206,9.025,1015.1,69.365,4.0526,23.667,1084.5,550.03,133.76,11.841,1.6683,78.971,133.83493,133.76,0.0749304199218841
207,9.3045,1015.3,72.005,4.0485,23.662,1084.5,549.97,133.77,11.828,1.8544,77.76,133.84424,133.77,0.07423828124998977
208,9.2169,1015.8,70.518,4.0547,23.622,1084.6,550.0,133.77,11.879,1.451,78.824,133.7979,133.77,0.027897338867177268
209,8.8609,1016.0,70.597,4.4208,26.214,1088.6,543.68,141.83,12.532,1.6213,76.836,141.72171,141.83,-0.1082897949218875
210,8.3759,1016.3,74.595,5.292,32.602,1100.0,528.19,162.92,14.146,1.1048,66.517,163.49529,162.92,0.5752850341797
211,7.6279,1016.5,80.032,5.3557,32.982,1100.1,527.3,164.13,14.155,0.97698,67.679,164.41452,164.13,0.28452026367187955
212,7.2977,1016.6,85.041,4.4063,25.868,1088.2,544.56,141.92,12.284,1.1942,77.053,140.86052,141.92,-1.0594805908203
213,7.5282,1016.7,89.422,4.161,23.617,1084.9,549.95,134.85,11.94,1.483,78.236,134.32399,134.85,-0.5260101318359318
214,7.5387,1016.9,89.944,4.1225,23.449,1084.0,550.0,134.04,11.936,1.6883,78.477,133.77466,134.04,-0.26534179687499204
215,7.5363,1017.1,91.681,4.1526,23.546,1084.4,549.96,134.43,11.893,1.7288,78.391,133.9924,134.43,-0.4375988769531318
216,7.3843,1016.9,92.442,4.1426,23.396,1083.7,550.13,133.75,11.801,1.9594,79.39,133.44908,133.75,-0.3009185791015625
217,7.4267,1016.7,91.312,4.3006,24.626,1090.4,549.77,139.06,12.049,1.6149,81.817,137.60744,139.06,-1.4525628662109398
218,7.7222,1016.7,87.072,4.1083,23.536,1084.3,549.95,133.77,11.895,1.7277,81.113,133.71164,133.77,-0.05836059570313523
219,7.6417,1016.6,84.898,3.7828,21.41,1062.7,544.76,122.38,11.139,5.339,93.339,121.483284,122.38,-0.8967160034179642
220,7.6345,1016.7,84.02,3.4947,19.449,1042.1,538.82,111.92,10.533,7.44,89.631,111.8136,111.92,-0.1064013671875017
221,7.4278,1016.4,84.501,3.4595,19.569,1040.2,537.45,111.72,10.581,8.0138,90.316,111.744545,111.72,0.024544982910157387
222,6.9381,1016.4,91.093,3.5368,19.705,1041.0,537.24,112.67,10.723,8.5344,92.164,112.53577,112.67,-0.1342333984375017
223,6.991,1016.6,90.611,4.0875,23.544,1083.7,550.06,133.67,11.741,1.7977,80.226,133.63698,133.67,-0.033021850585924994
224,7.2087,1016.8,88.938,4.071,23.541,1083.9,550.21,133.65,11.734,1.6398,80.036,133.62036,133.65,-0.029638671875005684
225,7.1966,1017.0,90.935,4.0996,23.688,1084.6,550.11,134.27,11.795,1.6879,79.545,134.07523,134.27,-0.19477416992188523
226,7.296,1017.2,92.481,4.1191,23.8,1085.3,550.13,134.72,11.87,1.6718,78.549,134.43625,134.72,-0.28375122070312386
227,7.3752,1017.6,93.598,4.9553,29.51,1094.1,535.68,152.47,13.279,1.1353,69.655,152.48248,152.47,0.012482910156251137
228,7.3361,1017.5,94.602,5.4316,32.654,1100.0,528.35,163.45,13.945,0.81361,64.365,163.4921,163.45,0.04209594726563637
229,7.4467,1017.3,93.893,5.4257,32.981,1100.1,526.68,163.94,14.146,0.74238,64.096,164.83928,163.94,0.8992791748046898
230,7.2602,1017.4,92.168,5.3866,32.804,1100.2,527.27,163.98,14.166,0.73813,64.781,164.6439,163.98,0.6639056396484477
231,6.9274,1017.7,89.852,5.3836,33.262,1100.3,526.06,164.85,14.264,0.86236,66.462,165.66273,164.85,0.8127349853515682
232,7.0533,1018.1,81.111,5.2441,33.008,1100.1,527.18,164.15,14.193,0.81939,67.479,164.78357,164.15,0.6335693359374943
233,7.1476,1018.5,78.347,5.2597,33.284,1100.2,525.76,164.68,14.288,0.92138,68.682,165.67848,164.68,0.9984820556640557
234,7.2451,1018.9,78.57,5.2294,32.751,1099.7,527.83,163.76,14.102,0.87672,68.702,163.96616,163.76,0.2061560058593841
235,7.3472,1019.3,77.571,5.0452,31.438,1097.2,530.47,159.09,13.823,1.0691,70.82,159.06528,159.09,-0.02472290039062841
236,7.2666,1019.6,75.901,3.9715,23.74,1084.8,550.02,134.51,11.809,1.525,81.774,134.18077,134.51,-0.3292291259765534
237,7.2007,1020.1,77.212,3.9966,23.827,1085.1,549.78,134.71,11.839,1.5465,81.513,134.50221,134.71,-0.20778747558594546
238,7.2855,1020.4,74.94,4.0341,23.795,1085.2,549.95,134.72,11.888,1.5863,83.441,134.26277,134.72,-0.45722839355468636
239,7.3476,1020.6,73.617,4.0388,23.727,1085.2,550.04,134.68,11.86,1.5148,82.426,134.24553,134.68,-0.4344708251953193
240,7.3896,1020.9,73.675,4.0493,23.749,1086.0,550.12,135.06,11.856,1.5502,82.149,134.53452,135.06,-0.5254846191406273
241,5.7826,1022.7,82.005,4.0256,23.083,1066.2,539.66,127.96,11.706,29.341,86.95,127.24515,127.96,-0.7148522949218687
242,5.6669,1023.2,83.311,5.2212,32.093,1097.3,528.67,160.12,13.899,1.2141,68.559,160.94176,160.12,0.821757202148433
243,6.0859,1023.5,85.13,5.3051,32.769,1100.4,526.62,164.46,14.218,0.75697,65.628,165.39288,164.46,0.932883300781242
244,7.2745,1023.7,82.014,5.3407,33.034,1100.2,526.0,163.95,14.23,0.71516,64.847,165.17963,163.95,1.2296264648437614
245,8.8629,1023.3,75.879,5.316,32.807,1100.3,527.78,162.54,14.089,0.96628,66.444,162.97028,162.54,0.43027587890625796
246,9.6107,1022.7,73.271,5.3581,33.074,1100.0,526.91,162.85,14.127,1.2728,66.422,163.18495,162.85,0.3349517822265682
247,9.7717,1022.4,71.034,5.3099,32.748,1100.1,527.97,162.29,14.056,0.97283,67.102,162.29884,162.29,0.008843383789070458
248,9.9905,1022.2,67.58,5.3377,33.042,1100.0,526.81,162.57,14.12,0.95571,67.223,163.01604,162.57,0.4460369873046943
249,9.8237,1022.1,70.629,5.3045,32.706,1099.9,527.85,162.03,14.051,1.0247,67.044,162.33179,162.03,0.30178710937499886
250,9.8056,1022.1,71.353,5.3873,33.207,1100.2,526.39,162.98,14.209,0.93374,66.339,163.56364,162.98,0.5836444091796977
251,9.2066,1022.2,73.405,5.2976,32.992,1100.1,527.26,163.1,14.082,0.86894,66.009,163.2042,163.1,0.10419311523438068
252,8.7413,1022.3,75.011,5.3629,33.312,1100.0,526.27,163.91,14.158,0.96774,66.106,164.16199,163.91,0.2519873046875034
253,8.1971,1022.1,75.799,5.2696,32.921,1100.1,527.35,163.81,14.037,0.8214,65.433,163.68192,163.81,-0.12808471679687727
254,6.8928,1022.0,80.482,4.9193,30.183,1094.4,533.69,155.7,13.378,1.0082,71.364,153.7773,155.7,-1.9227020263671761
255,5.6221,1021.7,85.054,4.1286,23.656,1084.5,549.95,135.29,11.904,1.7481,82.487,134.22736,135.29,-1.062644042968742
256,5.0085,1021.1,88.25,4.2155,23.973,1086.4,549.79,135.45,11.986,1.6619,84.337,134.6943,135.45,-0.7556945800781136
257,5.3039,1020.6,88.786,4.2341,24.101,1087.0,549.78,134.77,11.911,1.4314,83.215,134.83037,134.77,0.06036804199217727
258,5.6397,1020.1,88.235,4.2061,23.862,1085.4,549.88,133.33,11.901,1.5116,83.746,134.36446,133.33,1.0344561767578
259,5.866,1019.5,87.226,4.2697,24.247,1087.4,549.73,134.97,11.991,1.6079,83.576,135.16078,134.97,0.19078186035156364
260,5.8573,1019.0,87.366,4.1986,23.964,1085.5,549.92,133.53,11.82,1.7846,84.539,134.36754,133.53,0.8375384521484364
261,5.6602,1018.3,86.968,3.8404,21.079,1028.5,523.86,112.02,10.963,43.428,99.237,111.55121,112.02,-0.468791503906246
262,5.0232,1017.8,87.114,3.8648,21.435,1032.5,524.71,113.6,11.029,43.397,92.062,113.51511,113.6,-0.08489379882811932
263,4.4065,1016.6,86.176,4.1075,23.162,1067.1,541.04,128.14,11.601,18.049,91.258,127.89364,128.14,-0.2463613891601426
264,4.2052,1016.4,87.248,4.2198,23.892,1085.3,550.07,133.93,11.869,1.4223,86.535,134.0486,133.93,0.11859924316405568
265,5.0307,1016.0,89.729,4.3506,24.713,1089.9,549.84,137.69,12.163,0.99755,83.524,138.75198,137.69,1.0619836425781273
266,7.8042,1015.4,91.954,4.5995,25.949,1097.5,549.61,143.71,12.276,0.99244,85.839,144.23108,143.71,0.521079101562492
267,9.3252,1014.9,81.431,4.3378,24.73,1090.0,549.86,137.76,12.15,1.5498,78.698,137.50815,137.76,-0.2518518066406159
268,9.9308,1014.2,77.836,5.0069,29.505,1099.7,539.49,153.86,13.292,1.3501,77.995,153.75546,153.86,-0.10453735351563864
269,10.554,1013.1,70.983,5.0451,29.515,1099.7,539.61,153.74,13.24,1.0598,76.809,153.3431,153.74,-0.3969061279296966
270,11.127,1012.4,65.24,5.0449,29.548,1099.6,539.38,153.74,13.156,0.76966,76.396,153.14839,153.74,-0.5916082763671966
271,11.612,1012.0,68.431,4.2839,24.08,1085.1,549.41,134.21,11.866,1.2337,79.965,133.72318,134.21,-0.48682495117188296
272,11.76,1011.8,70.012,4.3542,24.713,1088.4,549.53,136.86,12.063,1.2398,78.269,135.60306,136.86,-1.2569421386718886
273,11.722,1011.8,72.257,5.3998,32.417,1099.7,529.5,160.44,13.873,0.88564,68.844,160.59987,160.44,0.15986877441406477
274,11.257,1011.7,76.337,5.4114,32.231,1099.9,530.09,160.43,13.94,0.93581,67.876,160.70576,160.43,0.2757647705078057
275,10.859,1011.8,79.192,5.419,32.355,1100.1,529.46,160.77,13.981,0.98694,68.947,161.24664,160.77,0.47664306640623977
276,10.649,1011.8,81.698,5.387,32.134,1100.0,530.53,160.44,13.892,0.99639,69.676,160.41977,160.44,-0.020230712890622726
277,10.619,1011.8,83.524,4.8873,28.493,1100.0,542.91,151.56,12.958,1.0718,78.353,151.40622,151.56,-0.15378051757812727
278,10.03,1012.0,83.717,4.2169,23.901,1085.4,550.15,134.49,11.904,1.7306,78.091,134.12045,134.49,-0.3695471191406341
279,9.0172,1011.9,89.166,4.2265,23.801,1084.7,549.97,134.1,11.751,1.6047,77.137,134.0559,134.1,-0.044107055664056816
280,8.8861,1011.4,90.319,4.2505,23.948,1085.2,549.84,134.62,11.853,1.5356,77.166,134.51526,134.62,-0.10474121093750455
281,7.9027,1011.4,89.338,4.2648,24.15,1085.4,549.95,135.45,11.909,1.4117,79.282,134.82793,135.45,-0.6220733642578011
282,7.5923,1011.2,89.435,4.2398,24.063,1084.9,550.12,134.86,11.921,1.479,78.891,134.68187,134.86,-0.17813049316407614
283,7.3109,1010.7,90.048,4.2013,23.754,1083.3,550.1,133.67,11.897,1.4341,79.403,133.81346,133.67,0.14346130371095
284,6.6235,1010.6,90.145,4.2246,23.68,1082.9,550.0,133.68,11.866,1.5931,81.564,133.6351,133.68,-0.04489868164063182
285,7.0321,1010.4,91.962,4.2651,23.936,1084.2,550.19,134.28,11.84,1.6717,80.6,134.27907,134.28,-0.0009320068359386369
286,8.1267,1010.4,84.555,4.1846,24.086,1085.2,550.06,134.67,11.834,1.6258,80.54,134.64185,134.67,-0.028154296874987494
287,8.4214,1010.5,77.878,4.0715,23.805,1084.8,550.09,134.33,11.827,1.3811,80.139,134.14749,134.33,-0.1825085449218875
288,7.6014,1010.4,84.881,4.0652,23.852,1085.5,550.2,135.27,11.96,1.5433,80.81,134.76088,135.27,-0.5091204833984477
289,6.7555,1011.0,91.691,4.4361,25.285,1093.5,550.08,142.3,12.181,1.328,82.593,141.46455,142.3,-0.8354461669921989
290,6.4174,1011.2,95.058,4.2503,23.527,1083.7,550.1,134.4,11.79,1.8342,80.209,133.87807,134.4,-0.5219329833984432
291,6.0853,1010.8,96.661,4.3131,23.696,1084.8,550.07,135.29,11.836,1.7087,79.746,134.3618,135.29,-0.9281988525390545
292,5.9799,1010.2,98.086,4.297,23.61,1084.2,549.96,134.74,11.798,1.758,79.632,134.17747,134.74,-0.5625250244140716
293,6.4816,1011.1,91.201,5.562,33.154,1099.0,527.26,161.26,14.02,0.30256,76.001,164.69113,161.26,3.431131591796884
294,6.0479,1012.0,92.954,5.5029,32.901,1100.0,527.98,163.17,14.046,0.13739,71.437,164.72047,163.17,1.550474243164075
295,6.1547,1012.2,91.433,5.5062,32.784,1100.1,528.49,163.28,14.06,1.0841,71.949,164.35564,163.28,1.0756365966796864
296,5.8473,1012.3,91.532,5.5887,33.299,1100.2,526.76,164.81,14.203,1.0646,71.651,165.77356,164.81,0.9635595703124977
297,5.5259,1012.3,92.777,5.6597,33.498,1100.1,526.33,165.8,14.241,0.94261,68.977,166.33644,165.8,0.5364410400390511
298,4.9922,1012.4,92.788,4.4384,24.663,1084.6,547.17,137.7,12.065,1.5995,81.388,137.32326,137.7,-0.37674255371092613
299,4.5208,1012.2,93.184,4.2963,23.585,1083.6,550.09,134.57,11.883,1.7111,83.672,133.9208,134.57,-0.6491931152343682
300,4.3754,1012.1,92.345,4.3788,24.308,1087.2,550.15,136.09,12.007,1.4594,84.012,135.63902,136.09,-0.4509771728515659
301,4.4465,1012.0,90.665,4.2821,24.178,1086.7,549.91,135.43,12.007,1.446,84.663,135.12929,135.43,-0.3007122802734443
302,4.128,1011.6,88.615,3.9446,21.864,1064.0,544.21,123.44,11.192,5.0299,104.53,123.26346,123.44,-0.17654174804687273
303,3.7288,1012.0,89.565,3.6549,19.165,1057.5,549.93,111.72,10.668,4.0887,108.14,111.88279,111.72,0.1627896118164074
304,4.9469,1011.8,86.141,4.2746,23.679,1084.3,550.12,131.62,11.763,1.679,90.887,133.57422,131.62,1.9542187499999955
305,5.442,1011.2,81.698,4.1049,23.707,1085.0,549.88,134.75,11.939,1.6813,83.592,134.75208,134.75,0.0020751953125
306,6.1658,1010.3,82.916,4.2488,24.687,1089.9,549.95,138.56,12.039,1.4882,83.483,138.51546,138.56,-0.044542846679689774
307,7.2118,1009.7,76.238,4.2934,24.935,1090.4,549.96,138.69,12.088,1.3348,83.479,139.3806,138.69,0.6905999755859398
308,7.8582,1009.6,59.875,4.2645,24.937,1090.7,549.82,138.7,12.013,1.315,85.659,138.07486,138.7,-0.6251403808593636
309,8.0043,1009.8,56.509,3.8871,22.293,1070.5,546.9,125.71,11.336,3.1997,87.256,125.66092,125.71,-0.04908081054686875
310,7.6406,1009.9,61.385,3.7344,21.384,1065.7,547.49,122.43,11.143,3.3474,84.956,121.464806,122.43,-0.9651943969726631
311,6.3196,1009.8,68.196,4.0704,23.857,1084.8,549.87,134.7,11.83,1.3238,84.482,134.60315,134.7,-0.09685058593748863
312,5.6147,1009.8,76.501,4.1071,23.858,1084.3,549.79,134.7,11.846,1.6035,84.305,134.53784,134.7,-0.16215820312498863
313,5.3847,1010.1,72.311,4.0948,23.794,1084.2,549.88,134.71,11.81,1.6897,83.984,134.48225,134.71,-0.22774597167969546
314,5.3236,1010.4,78.034,4.0938,23.727,1084.5,550.03,134.69,11.844,1.3181,81.887,134.54979,134.69,-0.14021057128906023
315,4.9114,1010.8,82.386,4.1686,23.888,1085.4,549.85,135.6,11.923,1.358,82.04,134.94476,135.6,-0.6552368164062443
316,4.6504,1010.8,84.987,4.1532,23.886,1085.0,550.16,135.55,11.922,1.2555,82.001,134.66594,135.55,-0.8840606689453239
317,4.2032,1011.0,86.945,4.2208,23.928,1085.1,549.56,135.74,11.997,1.4188,82.218,135.14812,135.74,-0.5918829345703216
318,3.8848,1011.0,87.816,5.0169,30.034,1099.6,537.76,157.83,13.403,0.76467,73.516,158.8423,157.83,1.01230041503905
319,3.7718,1010.8,82.957,3.9872,22.628,1073.2,546.7,129.3,11.495,3.0552,87.456,129.11903,129.3,-0.18096618652344887
320,3.5608,1010.8,77.286,3.5121,19.455,1042.0,538.41,112.98,10.492,8.9097,104.39,112.6545,112.98,-0.32549713134766023
321,3.2378,1010.9,79.859,3.5353,19.343,1044.4,540.49,111.71,10.441,8.9509,110.28,112.11168,111.71,0.40167907714844375
322,3.4337,1010.9,80.47,3.6075,19.11,1057.5,550.13,111.71,10.514,4.4667,104.73,112.03933,111.71,0.3293295288086
323,3.6819,1011.1,78.048,3.5266,19.047,1057.1,550.07,111.7,10.506,4.5852,106.62,111.685005,111.7,-0.014994812011721592
324,3.2929,1011.6,80.308,3.5474,18.995,1056.8,550.04,111.7,10.48,5.0102,114.35,110.87408,111.7,-0.8259231567382841
325,3.2696,1012.3,79.547,3.9039,21.482,1070.0,549.15,122.34,11.225,3.7054,106.71,122.5456,122.34,0.20560089111327784
326,3.4786,1012.8,80.184,4.7136,27.789,1091.1,539.47,145.94,12.799,1.4439,78.395,148.54018,145.94,2.6001763916015648
327,3.6541,1013.3,79.636,5.3073,33.15,1100.1,526.81,166.33,14.207,0.82068,66.704,166.93448,166.33,0.6044787597656125
328,3.876,1013.6,79.819,5.4268,33.676,1099.9,524.92,167.3,14.311,0.91308,66.294,167.99474,167.3,0.6947357177734261
329,4.6557,1013.5,74.477,5.3907,33.332,1100.3,525.95,166.32,14.23,0.8852,67.14,166.93536,166.32,0.6153637695312568
330,5.51,1013.4,71.764,5.4315,33.534,1100.0,525.44,166.19,14.326,1.1463,68.295,166.92706,166.19,0.7370629882812523
331,5.9982,1013.2,67.147,5.4045,33.27,1099.9,526.19,165.61,14.232,1.1589,68.862,166.0522,165.61,0.44220031738279886
332,5.9881,1013.6,71.839,5.4245,33.431,1100.2,525.64,166.24,14.357,0.95119,66.593,166.60605,166.24,0.3660485839843659
333,5.4841,1014.2,78.194,5.8669,36.632,1100.0,515.42,172.15,14.908,1.4861,66.02,171.33888,172.15,-0.8111175537109432
334,5.1745,1014.6,78.014,5.8856,36.751,1100.2,514.66,172.54,14.958,1.3507,66.96,171.56177,172.54,-0.978232421874992
335,4.9214,1015.3,75.458,5.8514,36.826,1100.1,514.43,172.97,14.976,1.3137,68.089,171.63228,172.97,-1.3377215576171864
336,4.7494,1016.0,79.55,5.8497,36.816,1100.1,514.3,173.26,15.002,1.3259,66.997,171.69858,173.26,-1.561422119140616
337,4.0273,1016.6,87.783,5.9883,36.973,1099.5,513.47,173.92,15.031,1.3217,65.289,171.84117,173.92,-2.07882873535155
338,3.7054,1017.1,85.93,5.98,37.189,1099.5,513.06,174.25,15.055,1.6353,64.771,171.92955,174.25,-2.3204498291015625
339,3.4226,1017.6,85.443,5.9684,37.172,1100.0,513.09,174.61,15.081,1.7147,65.923,171.99309,174.61,-2.616912231445326
340,3.3332,1017.8,82.775,5.8884,36.917,1100.0,513.29,174.4,15.043,1.6371,66.687,171.92657,174.4,-2.4734252929687557
341,3.3198,1018.2,80.041,5.3428,33.144,1098.6,525.16,166.49,14.132,0.90711,67.606,166.95006,166.49,0.4600579833984284
342,3.0095,1018.5,81.263,4.1719,23.596,1086.0,550.34,134.17,11.864,1.3851,85.182,133.72176,134.17,-0.448244018554675
343,3.3885,1018.8,75.456,4.1479,23.549,1085.9,550.25,133.65,11.919,1.3449,84.966,134.021,133.65,0.3709960937499943
344,3.2612,1019.1,74.472,4.136,23.64,1086.5,549.97,134.18,11.941,1.4605,87.146,134.19708,134.18,0.01708251953124318
345,2.7919,1019.2,77.769,4.1764,23.498,1085.5,550.33,133.68,11.846,1.6597,87.239,133.71765,133.68,0.03765136718749318
346,2.4947,1019.5,77.785,4.1412,23.46,1085.3,550.09,133.68,11.794,1.6913,87.219,133.83167,133.68,0.15166503906249318
347,1.5895,1020.3,81.061,3.9984,22.248,1077.3,549.45,128.62,11.496,2.7483,97.398,129.20883,128.62,0.5888317871093705
348,1.2156,1020.7,81.702,4.872,29.136,1094.6,535.52,154.53,13.272,1.1215,76.182,154.51447,154.53,-0.015534667968751137
349,1.066,1021.2,83.809,4.9614,30.058,1093.3,532.28,156.22,13.455,1.3329,75.048,155.74963,156.22,-0.47036621093749886
350,1.8092,1021.5,83.6,5.4654,33.955,1099.9,523.21,169.08,14.417,0.57516,62.059,169.3104,169.08,0.2303942871093625
351,3.0133,1021.6,76.607,5.5533,34.707,1099.9,521.01,169.74,14.581,0.63178,62.174,169.91411,169.74,0.1741082763671784
352,4.0092,1021.3,67.613,5.522,34.425,1100.1,522.35,168.84,14.534,0.77315,64.137,168.85718,168.84,0.01717773437499659
353,4.6915,1020.9,59.996,5.467,33.875,1099.8,523.6,167.43,14.459,0.82449,67.016,167.79475,167.43,0.3647540283203057
354,4.8825,1020.7,58.592,5.2343,32.318,1100.1,528.75,164.08,13.989,0.82917,69.248,163.9199,164.08,-0.160093383789075
355,4.9828,1020.7,57.118,5.1424,31.725,1099.8,530.49,162.67,13.878,0.78687,69.042,162.40895,162.67,-0.261049194335925
356,4.9065,1021.1,54.566,5.1456,31.715,1099.9,530.74,162.73,13.866,0.77126,68.94,162.15427,162.73,-0.5757336425781148
357,4.7921,1021.4,58.128,5.1733,31.715,1100.0,530.88,162.73,13.855,0.84411,68.957,162.14592,162.73,-0.5840802001953023
358,4.3736,1021.5,66.598,5.1999,31.791,1100.0,530.64,163.06,13.916,0.7057,68.273,162.77516,163.06,-0.2848382568359398
359,3.9773,1021.8,64.981,5.3148,32.662,1099.8,527.73,165.24,14.092,0.49113,66.794,165.12541,165.24,-0.1145880126953216
360,3.7387,1022.1,64.131,5.2297,32.256,1099.8,528.84,164.47,14.103,0.50926,67.162,164.46487,164.47,-0.005125732421873863
361,3.6869,1022.3,61.818,5.3161,32.949,1099.9,526.78,166.05,14.183,0.57932,66.927,165.92383,166.05,-0.12617187500001137
362,3.747,1022.6,60.31,5.3232,32.818,1099.8,526.48,166.28,14.23,0.66769,69.607,166.20796,166.28,-0.07203796386718864
363,7.8287,1009.6,65.1,5.4951,33.199,1100.1,528.9,162.06,13.991,1.3204,79.483,162.82613,162.06,0.7661260986328102
364,8.9876,1009.1,64.781,5.5505,32.713,1100.5,529.76,160.91,14.04,1.0783,79.409,161.6943,160.91,0.7843054199218784
365,10.056,1008.1,61.601,5.5834,32.576,1099.9,530.42,159.94,13.875,1.0018,78.862,160.45795,159.94,0.5179467773437523
366,10.872,1008.5,68.643,5.4775,32.278,1100.3,531.63,159.18,13.881,0.98604,77.029,159.46268,159.18,0.2826770019531182
367,11.039,1008.9,74.548,5.5553,32.411,1100.0,530.95,159.29,13.872,0.98507,75.066,159.80203,159.29,0.512032470703133
368,11.051,1009.2,80.609,5.4742,32.155,1100.3,531.93,158.83,13.89,0.95008,74.549,159.33495,158.83,0.504945678710925
369,11.125,1008.8,79.577,5.5093,32.341,1099.9,531.28,159.27,13.799,0.8872,74.332,159.54861,159.27,0.27861450195311477
370,10.725,1009.5,78.595,5.4006,32.476,1100.1,531.12,160.01,13.865,1.0682,75.326,160.00513,160.01,-0.004873046874990905
371,10.083,1009.7,76.643,5.4664,32.964,1100.1,529.63,161.18,13.958,1.2814,76.547,161.36374,161.18,0.18373901367186818
372,9.6114,1010.1,76.973,4.4937,26.075,1072.3,536.15,135.69,12.226,3.883,94.605,135.8009,135.69,0.11090332031250227
373,9.0137,1010.6,80.411,5.4561,33.139,1099.5,528.33,162.15,14.02,1.2107,75.75,162.7327,162.15,0.5826965332031193
374,8.353,1011.1,82.944,5.4806,33.152,1100.1,528.35,163.01,14.067,0.8589,74.767,163.19682,163.01,0.1868231201171966
375,7.9903,1011.3,87.483,5.5407,33.182,1099.8,528.16,163.26,14.035,0.86184,74.246,163.45146,163.26,0.1914617919921966
376,7.9469,1011.8,88.581,4.2814,24.087,1084.3,549.61,134.83,11.849,1.6636,82.955,134.15765,134.83,-0.6723461914062625
377,8.2818,1012.2,87.034,4.2347,24.082,1083.9,549.93,134.06,11.819,1.8282,82.463,133.79315,134.06,-0.2668481445312523
378,6.0117,1012.5,86.104,4.0537,22.2,1047.0,532.66,119.69,11.19,29.674,94.562,118.47314,119.69,-1.216863098144529
379,6.8112,1013.0,91.704,4.3401,24.227,1085.4,549.98,134.73,11.806,1.7095,83.624,134.52338,134.73,-0.20662353515623977
380,10.051,1013.3,88.139,4.3438,24.562,1086.6,550.26,134.7,11.863,1.7503,82.366,134.64474,134.7,-0.05525512695311363
381,11.744,1013.5,78.148,4.4074,24.471,1086.6,549.9,134.72,11.917,1.7181,81.328,134.42827,134.72,-0.29173156738281136
382,12.581,1013.3,75.284,4.4191,24.555,1087.1,549.81,134.73,11.939,1.6045,82.356,134.46588,134.73,-0.26411865234373977
383,13.222,1013.3,74.367,4.4163,24.673,1087.3,549.7,134.73,11.976,1.3228,82.724,134.45822,134.73,-0.27177856445311477
384,13.454,1013.5,76.492,4.6496,26.696,1090.0,544.9,140.25,12.413,1.3945,78.376,140.30951,140.25,0.05950927734375
385,13.408,1013.4,79.069,4.3317,24.557,1086.3,550.19,133.73,11.893,1.6921,78.061,133.83122,133.73,0.10122253417969773
